WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"martes, 3/2/2026",Issued,13:46:58,Processed by Global Blue,1454538,PERU,50715,11065408414117599096,"59,940.00","7,792.20"
"martes, 3/2/2026",Issued,13:48:19,Processed by Global Blue,1454538,PERU,50717,11065408414117599106,"51,990.00","6,758.70"
"viernes, 6/2/2026",Issued,14:47:25,Processed by Global Blue,1454538,BRAZIL,050741,11065408414117602144,"299,990.00","38,998.70"
"viernes, 6/2/2026",Issued,18:59:16,Processed by Global Blue,1454538,SLOVAKIA,50747,11065408414117602455,"259,990.00","33,798.70"
"sábado, 7/2/2026",Issued,12:45:52,Processed by Global Blue,1454538,PERU,50752,11065408414117602930,"11,990.00","1,558.70"
"domingo, 8/2/2026",Issued,16:23:05,Issued,1454538,MEXICO,50776,11065408414117604471,"29,990.00","3,898.70"
"lunes, 9/2/2026",Issued,12:25:42,Processed by Global Blue,1454538,BRAZIL,50778,11065408414117604975,"174,980.00","22,747.40"
"martes, 10/2/2026",Issued,13:10:57,Issued,1454538,UNITED STATES,50781,11065408414117605979,"159,990.00","20,798.70"
"miércoles, 11/2/2026",Issued,14:19:15,Issued,1454538,UNITED STATES,50788,11065408414117607241,"233,960.00","30,414.80"
"miércoles, 11/2/2026",Issued,16:12:58,Issued,1454538,COLOMBIA,50795,11065408414117607410,"99,990.00","12,998.70"
"miércoles, 11/2/2026",Issued,17:20:11,Issued,1454538,UNITED STATES,50797,11065408414117607520,"159,980.00","20,797.40"
"jueves, 12/2/2026",Issued,14:57:09,Issued,1454538,NORWAY,50810,11065408414117608537,"209,980.00","27,297.40"
"jueves, 12/2/2026",Issued,15:07:53,Issued,1454538,UKRAINE,50811,11065408414117608559,"209,980.00","27,297.40"
"viernes, 13/2/2026",Issued,14:13:51,Issued,1454538,UNITED STATES,50828,11065408414117609829,"151,980.00","19,757.40"
"viernes, 13/2/2026",Issued,14:46:29,Processed by Global Blue,1454538,KYRGYZSTAN,50829,11065408414117609893,"119,990.00","15,598.70"
"sábado, 14/2/2026",Issued,15:36:08,Processed by Global Blue,1454538,KYRGYZSTAN,50843,11065408414117611440,"451,980.00","63,277.20"
"domingo, 15/2/2026",Issued,11:17:19,Processed by Global Blue,1454538,PANAMA,50851,11065408414117612337,"119,990.00","15,598.70"
"domingo, 15/2/2026",Issued,13:08:43,Issued,1454538,UNITED STATES,50862,11065408414117612725,"109,980.00","14,297.40"
"domingo, 15/2/2026",Issued,15:40:04,Issued,1454538,UNITED STATES,50871,11065408414117613173,"99,990.00","12,998.70"
"lunes, 16/2/2026",Issued,11:52:55,Issued,1454538,BRAZIL,50881,11065408414117614145,"79,990.00","10,398.70"
"lunes, 16/2/2026",Issued,15:01:31,Processed by Global Blue,1454538,"KOREA, REPUBLIC OF",60884,11065408414117614742,"99,990.00","12,998.70"
"lunes, 16/2/2026",Issued,16:44:44,Issued,1454538,MEXICO,50887,11065408414117615082,"429,990.00","60,198.60"
"martes, 17/2/2026",Issued,15:00:45,Issued,1454538,ALBANIA,50902,11065408414117616390,"209,980.00","27,297.40"
"miércoles, 18/2/2026",Issued,10:46:00,Processed by Global Blue,1454538,UNITED STATES,50915,11065408414117617642,"209,980.00","27,297.40"
"miércoles, 18/2/2026",Issued,17:09:01,Issued,1454538,FRANCE,50922,11065408414117618614,"104,990.00","13,648.70"
"jueves, 19/2/2026",Issued,11:54:28,Issued,1454538,UNITED STATES,50924,11065408414117619375,"12,990.00","1,688.70"
"viernes, 20/2/2026",Issued,14:10:38,Processed by Global Blue,1454538,CHINA,50941,11065408414117621607,"479,970.00","67,195.80"
"viernes, 20/2/2026",Issued,16:35:15,Issued,1454538,BRAZIL,50945,11065408414117621871,"99,990.00","12,998.70"
"domingo, 22/2/2026",Issued,11:38:33,Issued,1454538,UNITED STATES,50958,11065408414117623900,"29,990.00","3,898.70"
"domingo, 22/2/2026",Issued,13:28:33,Issued,1454538,UNITED STATES,50966,11065408414117624088,"96,980.00","12,607.40"
"domingo, 22/2/2026",Issued,15:08:03,Issued,1454538,UNITED STATES,50969,11065408414117624279,"29,990.00","3,898.70"
"domingo, 22/2/2026",Issued,15:51:59,Issued,1454538,UNITED STATES,50970,11065408414117624429,"259,980.00","33,797.40"
"domingo, 22/2/2026",Issued,16:01:16,Issued,1454538,UNITED STATES,50955,11065408414117624464,"244,910.00","31,838.30"
"viernes, 27/2/2026",Issued,14:24:29,Issued,1454538,JAPAN,50997,11065408414117630591,"65,990.00","8,578.70"
"viernes, 27/2/2026",Issued,15:27:11,Issued,1454538,PERU,50933,11065408414117630723,"184,950.00","24,043.50"
"viernes, 27/2/2026",Issued,15:29:19,Issued,1454538,PERU,50932,11065408414117630768,"11,990.00","1,558.70"
"viernes, 27/2/2026",Issued,15:31:22,Issued,1454538,PERU,50930,11065408414117630775,"12,990.00","1,688.70"

