WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"domingo, 1/3/2026",Issued,11:04:02,Issued,1454542,CHILE,49790,11065408415117633201,"59,980.00","7,797.40"
"domingo, 1/3/2026",Issued,11:09:14,Processed by Global Blue,1454542,CHILE,49791,11065408415117633217,"89,980.00","11,697.40"
"domingo, 1/3/2026",Issued,12:48:13,Processed by Global Blue,1454542,CHINA,49794,11065408415117633388,"544,910.00","76,287.40"
"martes, 3/3/2026",Issued,11:57:27,Processed by Global Blue,1454542,UNITED STATES,0805,11065408415117635368,"349,990.00","45,498.70"
"miércoles, 4/3/2026",Issued,11:42:42,Processed by Global Blue,1454542,COLOMBIA,817,11065408415117636403,"379,980.00","49,397.40"
"miércoles, 4/3/2026",Issued,13:50:00,Issued,1454542,ROMANIA,818,11065408415117636586,"163,960.00","21,314.80"
"jueves, 5/3/2026",Issued,11:43:26,Processed by Global Blue,1454542,COLOMBIA,827,11065408415117637577,"119,990.00","15,598.70"
"jueves, 5/3/2026",Issued,12:23:58,Processed by Global Blue,1454542,GERMANY,828,11065408415117637667,"39,990.00","5,198.70"
"viernes, 6/3/2026",Issued,17:00:16,Processed by Global Blue,1454542,UNITED STATES,844,11065408415117639581,"489,990.00","68,598.60"
"domingo, 8/3/2026",Issued,16:54:18,Issued,1454542,UNITED STATES,872,11065408415117642745,"116,980.00","15,207.40"
"lunes, 9/3/2026",Issued,11:52:51,Issued,1454542,CANADA,49-877,11065408415117643197,"39,980.00","5,197.40"
"lunes, 9/3/2026",Issued,19:34:44,Issued,1454542,UNITED STATES,881,11065408415117644139,"69,990.00","9,098.70"
"lunes, 9/3/2026",Issued,19:37:16,Issued,1454542,UNITED STATES,882,11065408415117644141,"79,990.00","10,398.70"
"miércoles, 11/3/2026",Issued,13:57:01,Issued,1454542,URUGUAY,0891,11065408415117646035,"99,990.00","12,998.70"
"viernes, 13/3/2026",Issued,12:25:53,Issued,1454542,UNITED STATES,901,11065408415117648714,"439,960.00","61,594.40"
"viernes, 13/3/2026",Issued,15:11:26,Issued,1454542,UNITED STATES,903,11065408415117649242,"349,970.00","45,496.10"
"viernes, 13/3/2026",Issued,15:39:33,Processed by Global Blue,1454542,COSTA RICA,904,11065408415117649407,"199,980.00","25,997.40"
"sábado, 14/3/2026",Issued,11:11:49,Issued,1454542,UNITED STATES,910,11065408415117650448,"179,980.00","23,397.40"
"sábado, 14/3/2026",Issued,12:53:59,Processed by Global Blue,1454542,BRAZIL,49-917,11065408415117650858,"269,990.00","35,098.70"
"sábado, 14/3/2026",Issued,13:02:32,Processed by Global Blue,1454542,BRAZIL,922,11065408415117650929,"279,960.00","36,394.80"
"miércoles, 18/3/2026",Issued,14:44:24,Issued,1454542,NEW ZEALAND,962,11065408415117658312,"60,970.00","7,926.10"
"miércoles, 18/3/2026",Issued,15:43:48,Issued,1454542,SPAIN,963,11065408415117658440,"64,990.00","8,448.70"
"jueves, 19/3/2026",Issued,16:37:24,Issued,1454542,UNITED STATES,49972,11065408415117660055,"116,980.00","15,207.40"
"jueves, 19/3/2026",Issued,19:18:34,Issued,1454542,UNITED STATES,49974,11065408415117660518,"99,990.00","12,998.70"
"sábado, 21/3/2026",Issued,11:18:41,Processed by Global Blue,1454542,UNITED STATES,981,11065408415117662916,"189,960.00","24,694.80"
"sábado, 21/3/2026",Issued,11:56:55,Issued,1454542,MEXICO,982,11065408415117663138,"359,970.00","46,796.10"
"sábado, 21/3/2026",Issued,13:35:27,Issued,1454542,CHILE,983,11065408415117663635,"41,990.00","5,458.70"
"domingo, 22/3/2026",Issued,14:58:32,Processed by Global Blue,1454542,UKRAINE,994,11065408415117666325,"329,970.00","42,896.10"
"domingo, 22/3/2026",Issued,16:51:38,Issued,1454542,UNITED STATES,996,11065408415117666654,"116,980.00","15,207.40"
"lunes, 23/3/2026",Issued,18:11:23,Issued,1454542,BRAZIL,1002,11065408415117668511,"89,980.00","11,697.40"
"lunes, 23/3/2026",Issued,19:33:06,Processed by Global Blue,1454542,UNITED STATES,1005,11065408415117668678,"379,970.00","49,396.10"
"martes, 24/3/2026",Issued,16:34:55,Issued,1454542,TRINIDAD AND TOBAGO,491013,11065408415117669847,"69,990.00","9,098.70"
"viernes, 27/3/2026",Issued,16:57:46,Issued,1454542,UNITED STATES,491035,11065408415117674958,"165,990.00","21,578.70"
"sábado, 28/3/2026",Issued,13:17:31,Issued,1454542,UNITED STATES,1038,11065408415117676371,"561,960.00","78,674.40"
"sábado, 28/3/2026",Issued,17:08:44,Refunded by Global Blue,1454542,BRAZIL,1048,11065408415117677462,"113,980.00","14,817.40"
"domingo, 29/3/2026",Issued,13:03:50,Issued,1454542,MEXICO,1058,11065408415117678757,"159,980.00","20,797.40"
"lunes, 30/3/2026",Issued,13:28:02,Processed by Global Blue,1454542,SLOVAKIA,1075,11065408415117680932,"99,990.00","12,998.70"
"lunes, 30/3/2026",Issued,15:33:51,Issued,1454542,UNITED STATES,1079,11065408415117681427,"49,990.00","6,498.70"
"lunes, 30/3/2026",Issued,18:39:44,Issued,1454542,UNITED STATES,491083,11065408415117682264,"89,980.00","11,697.40"
"lunes, 30/3/2026",Issued,18:57:40,Issued,1454542,MEXICO,491084,11065408415117682361,"189,990.00","24,698.70"

