WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"miércoles, 01/04/2026",Issued,13:17:23,Processed by Global Blue,1458129,PERU,45-783,11065408422117685492,"29.990,00","3.898,70"
"miércoles, 01/04/2026",Issued,15:33:32,Issued,1458129,PERU,45-784,11065408422117686001,"149.980,00","19.497,40"
"miércoles, 01/04/2026",Issued,16:32:52,Issued,1458129,COLOMBIA,45-785,11065408422117686220,"259.990,00","33.798,70"
"sábado, 04/04/2026",Issued,12:47:49,Processed by Global Blue,1458129,PERU,45-811,11065408422117693975,"112.990,00","14.688,70"
"miércoles, 08/04/2026",Issued,13:57:57,Issued,1458129,SPAIN,45-833,11065408422117702033,"49.990,00","6.498,70"
"sábado, 11/04/2026",Issued,11:48:04,Issued,1458129,PANAMA,45-839,11065408422117707058,"51.990,00","6.758,70"
"sábado, 11/04/2026",Issued,12:31:25,Issued,1458129,COLOMBIA,45-841,11065408422117707193,"129.990,00","16.898,70"
"sábado, 11/04/2026",Issued,14:41:55,Processed by Global Blue,1458129,UNITED STATES,45-843,11065408422117707711,"419.980,00","58.797,20"
"sábado, 11/04/2026",Issued,18:38:43,Processed by Global Blue,1458129,PERU,45-845,11065408422117708520,"79.990,00","10.398,70"
"domingo, 12/04/2026",Issued,16:55:15,Issued,1458129,MEXICO,45-854,11065408422117709732,"369.970,00","48.096,10"
"viernes, 17/04/2026",Issued,17:36:52,Issued,1458129,UNITED KINGDOM,45-868,11065408422117716643,"9.990,00","1.298,70"
"sábado, 18/04/2026",Issued,14:19:09,Issued,1458129,CHILE,45-877,11065408422117718101,"279.980,00","36.397,40"
"domingo, 19/04/2026",Issued,14:09:32,Issued,1458129,UNITED STATES,45-887,11065408422117720310,"324.980,00","42.247,40"
"domingo, 26/04/2026",Issued,12:12:42,Issued,1458129,BRAZIL,45-914,11065408422117733840,"29.990,00","3.898,70"
"domingo, 26/04/2026",Issued,13:41:43,Issued,1458129,CHINA,45-925,11065408422117734055,"218.950,00","28.463,50"
"domingo, 26/04/2026",Issued,15:50:46,Processed by Global Blue,1458129,JAPAN,45-930,11065408422117734399,"59.990,00","7.798,70"
"domingo, 26/04/2026",Issued,16:31:30,Processed by Global Blue,1458129,JAPAN,45-932,11065408422117734470,"249.960,00","32.494,80"

