WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"miércoles, 1/10/2025",Issued,13:14:34,Issued,1458129,UNITED STATES,021-00190,11065408422117370461,"239,980.00","31,197.40"
"miércoles, 1/10/2025",Issued,13:21:16,Issued,1458129,UNITED STATES,021-00191,11065408422117370474,"49,990.00","6,498.70"
"miércoles, 1/10/2025",Issued,13:56:26,Issued,1458129,AUSTRALIA,021-000192,11065408422117370501,"12,990.00","1,688.70"
"jueves, 2/10/2025",Issued,14:34:49,Processed by Global Blue,1458129,BRAZIL,021-00197,11065408422117371848,"129,990.00","16,898.70"
"jueves, 2/10/2025",Issued,16:21:15,Issued,1458129,CHILE,021-00198,11065408422117372096,"69,990.00","9,098.70"
"sábado, 4/10/2025",Issued,14:46:21,Processed by Global Blue,1458129,UNITED STATES,210209,11065408422117374937,"109,990.00","14,298.70"
"domingo, 5/10/2025",Issued,11:12:53,Processed by Global Blue,1458129,CHINA,210216,11065408422117376166,"99,990.00","12,998.70"
"domingo, 5/10/2025",Issued,16:14:33,Issued,1458129,SPAIN,021-000224,11065408422117376994,"104,990.00","13,648.70"
"domingo, 5/10/2025",Issued,17:33:37,Issued,1458129,HONDURAS,021-00226,11065408422117377266,"149,990.00","19,498.70"
"martes, 7/10/2025",Issued,15:13:15,Processed by Global Blue,1458129,THAILAND,210233,11065408422117379516,"129,990.00","16,898.70"
"miércoles, 8/10/2025",Issued,12:19:44,Issued,1458129,UNITED STATES,021-00238,11065408422117380556,"79,990.00","10,398.70"
"miércoles, 8/10/2025",Issued,13:17:49,Issued,1458129,UNITED STATES,0021-00240/ 0021-00241,11065408422117380637,"194,980.00","25,347.40"
"sábado, 11/10/2025",Issued,17:29:12,Issued,1458129,"KOREA, REPUBLIC OF",021-00265,11065408422117387251,"104,930.00","13,640.90"
"domingo, 12/10/2025",Issued,13:29:10,Issued,1458129,CHILE,021-00276,11065408422117388697,"339,980.00","44,197.40"
"domingo, 12/10/2025",Issued,13:32:01,Issued,1458129,CHILE,021-00277,11065408422117388716,"385,980.00","54,037.20"
"domingo, 12/10/2025",Issued,16:07:47,Processed by Global Blue,1458129,CHINA,021-00283,11065408422117389379,"239,990.00","31,198.70"
"lunes, 13/10/2025",Issued,15:55:48,Processed by Global Blue,1458129,CHINA,210292,11065408422117390793,"99,990.00","12,998.70"
"viernes, 17/10/2025",Issued,15:01:37,Issued,1458129,ECUADOR,021-0303,11065408422117397318,"29,970.00","3,896.10"
"lunes, 20/10/2025",Issued,12:42:22,Issued,1458129,NEW ZEALAND,210324,11065408422117402579,"92,980.00","12,087.40"
"jueves, 23/10/2025",Issued,17:33:22,Processed by Global Blue,1458129,UNITED STATES,021-0331,11065408422117407615,"259,990.00","33,798.70"
"viernes, 24/10/2025",Issued,12:53:17,Issued,1458129,SPAIN,0332,11065408422117408513,"99,990.00","12,998.70"
"viernes, 24/10/2025",Issued,12:56:25,Issued,1458129,SPAIN,0333,11065408422117408532,"69,990.00","9,098.70"
"viernes, 24/10/2025",Issued,14:19:06,Issued,1458129,BRAZIL,0336,11065408422117408986,"149,990.00","19,498.70"
"viernes, 24/10/2025",Issued,16:11:47,Issued,1458129,FRANCE,0338,11065408422117409444,"29,990.00","3,898.70"
"sábado, 25/10/2025",Issued,13:48:55,Issued,1458129,UNITED STATES,0334,11065408422117411790,"101,960.00","13,254.80"
"domingo, 26/10/2025",Issued,14:36:04,Issued,1458129,CHINA,210367,11065408422117414493,"189,980.00","24,697.40"
"viernes, 31/10/2025",Issued,12:37:46,Issued,1458129,MEXICO,017-0388,11065408422117422702,"101,950.00","13,253.50"
"viernes, 31/10/2025",Issued,12:40:34,Issued,1458129,AFGHANISTAN,017-0389,11065408422117422739,"51,960.00","6,754.80"
"viernes, 31/10/2025",Issued,12:45:25,Issued,1458129,URUGUAY,017-0390,11065408422117422773,"119,990.00","15,598.70"
"viernes, 31/10/2025",Issued,12:52:37,Issued,1458129,AFGHANISTAN,017-0391,11065408422117422804,"49,990.00","6,498.70"

