WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"lunes, 1/6/2026",Issued,13:14:04,Processed by Global Blue,1453197,CHINA,432633,11065408407117790050,"199,980.00","25,997.40"
"lunes, 1/6/2026",Issued,13:16:51,Processed by Global Blue,1453197,URUGUAY,432632,11065408407117790066,"156,970.00","20,406.10"
"miércoles, 3/6/2026",Issued,19:46:04,Issued,1453197,MEXICO,02664,11065408407117792979,"99,990.00","12,998.70"
"miércoles, 3/6/2026",Issued,19:47:16,Issued,1453197,MEXICO,02665,11065408407117792980,"159,990.00","20,798.70"
"jueves, 4/6/2026",Issued,13:43:53,Processed by Global Blue,1453197,PANAMA,432679,11065408407117793742,"46,980.00","6,107.40"
"jueves, 4/6/2026",Issued,16:18:54,Processed by Global Blue,1453197,SAUDI ARABIA,432681,11065408407117794071,"39,990.00","5,198.70"
"jueves, 4/6/2026",Issued,16:32:03,Processed by Global Blue,1453197,NETHERLANDS,432682,11065408407117794125,"99,990.00","12,998.70"
"viernes, 5/6/2026",Issued,15:20:12,Issued,1453197,DOMINICAN REPUBLIC,432691,11065408407117796205,"69,990.00","9,098.70"
"viernes, 5/6/2026",Issued,18:06:25,Processed by Global Blue,1453197,SAUDI ARABIA,432694,11065408407117796948,"434,940.00","60,891.60"
"sábado, 6/6/2026",Issued,10:15:51,Processed by Global Blue,1453197,CHILE,432696,11065408407117797864,"41,970.00","5,456.10"
"sábado, 6/6/2026",Issued,10:36:48,Processed by Global Blue,1453197,CHILE,432697,11065408407117797886,"13,990.00","1,818.70"
"sábado, 6/6/2026",Issued,13:08:10,Issued,1453197,BRAZIL,432699,11065408407117798382,"219,990.00","28,598.70"
"domingo, 7/6/2026",Issued,17:14:38,Processed by Global Blue,1453197,CHINA,02710,11065408407117801451,"329,980.00","42,897.40"
"lunes, 8/6/2026",Issued,19:29:26,Processed by Global Blue,1453197,COLOMBIA,2719,11065408407117802933,"189,990.00","24,698.70"
