WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"miércoles, 3/6/2026",Issued,12:07:16,Issued,1454538,PUERTO RICO,502035,11065408414117792055,"74,980.00","9,747.40"
"miércoles, 3/6/2026",Issued,12:10:37,Issued,1454538,MEXICO,0503036,11065408414117792064,"99,990.00","12,998.70"
"viernes, 5/6/2026",Issued,14:09:30,Issued,1454538,GUATEMALA,502053,11065408414117795898,"429,990.00","60,198.60"
"viernes, 5/6/2026",Issued,14:13:31,Issued,1454538,MEXICO,0502054,11065408414117795920,"44,980.00","5,847.40"
"viernes, 5/6/2026",Issued,18:02:28,Processed by Global Blue,1454538,CHILE,502056,11065408414117796911,"8,990.00","1,168.70"
"viernes, 5/6/2026",Issued,18:04:52,Processed by Global Blue,1454538,CHILE,502064,11065408414117796930,"34,990.00","4,548.70"
"viernes, 5/6/2026",Issued,18:10:21,Processed by Global Blue,1454538,CHILE,502061,11065408414117796976,"134,990.00","17,548.70"
"viernes, 5/6/2026",Issued,18:12:45,Issued,1454538,CHILE,502063,11065408414117796995,"29,990.00","3,898.70"
"sábado, 6/6/2026",Issued,16:31:07,Processed by Global Blue,1454538,CHILE,502077,11065408414117799257,"49,990.00","6,498.70"
"domingo, 7/6/2026",Issued,12:02:55,Processed by Global Blue,1454538,CHINA,502084,11065408414117800633,"99,990.00","12,998.70"
"domingo, 7/6/2026",Issued,12:15:15,Refunded by Global Blue,1454538,CHINA,502085,11065408414117800667,"26,990.00","3,508.70"
"lunes, 8/6/2026",Issued,13:48:34,Processed by Global Blue,1454538,SPAIN,502099,11065408414117802093,"69,990.00","9,098.70"
"viernes, 12/6/2026",Issued,16:12:46,Issued,1454538,COSTA RICA,502118,11065408414117808136,"69,990.00","9,098.70"
"viernes, 12/6/2026",Issued,17:03:47,Processed by Global Blue,1454538,TAIWAN,502119,11065408414117808400,"213,960.00","27,814.80"
"sábado, 13/6/2026",Issued,12:28:04,Issued,1454538,BRAZIL,502122,11065408414117809407,"129,990.00","16,898.70"
"domingo, 14/6/2026",Issued,12:56:16,Issued,1454538,UNITED STATES,502136,11065408414117811443,"349,990.00","45,498.70"
"domingo, 14/6/2026",Issued,14:45:43,Issued,1454538,CHILE,502141,11065408414117811692,"79,990.00","10,398.70"
"miércoles, 17/6/2026",Issued,12:48:16,Issued,1454538,SWEDEN,502164,11065408414117814937,"196,960.00","25,604.80"
"miércoles, 17/6/2026",Issued,13:09:13,Processed by Global Blue,1454538,BRAZIL,502167,11065408414117814963,"79,990.00","10,398.70"
"sábado, 20/6/2026",Issued,11:44:42,Issued,1454538,UNITED STATES,502186,11065408414117818988,"448,950.00","62,853.00"
"sábado, 20/6/2026",Issued,11:46:29,Issued,1454538,UNITED STATES,402185,11065408414117819004,"129,990.00","16,898.70"
"domingo, 21/6/2026",Issued,10:37:08,Issued,1454538,UNITED STATES,502196,11065408414117821021,"71,980.00","9,357.40"
"domingo, 21/6/2026",Issued,11:20:50,Issued,1454538,URUGUAY,502200,11065408414117821097,"169,980.00","22,097.40"
"domingo, 21/6/2026",Issued,11:27:25,Issued,1454538,BRAZIL,0502202,11065408414117821111,"84,990.00","11,048.70"
"domingo, 21/6/2026",Issued,11:30:51,Issued,1454538,AUSTRALIA,502203,11065408414117821153,"59,990.00","7,798.70"
"domingo, 21/6/2026",Issued,12:08:30,Issued,1454538,PERU,502206,11065408414117821256,"59,990.00","7,798.70"
"domingo, 21/6/2026",Issued,12:10:12,Processed by Global Blue,1454538,MEXICO,502207,11065408414117821287,"159,970.00","20,796.10"
"domingo, 21/6/2026",Issued,13:13:37,Processed by Global Blue,1454538,URUGUAY,502211,11065408414117821452,"39,990.00","5,198.70"
"domingo, 21/6/2026",Issued,16:57:34,Issued,1454538,CHILE,502218,11065408414117822041,"39,990.00","5,198.70"
"lunes, 22/6/2026",Issued,17:43:29,Issued,1454538,MEXICO,502225,11065408414117823011,"51,990.00","6,758.70"
"martes, 23/6/2026",Issued,18:40:40,Issued,1454538,INDIA,502229,11065408414117824352,"51,990.00","6,758.70"
"miércoles, 24/6/2026",Issued,12:34:09,Issued,1454538,ITALY,502231,11065408414117824745,"139,980.00","18,197.40"
"miércoles, 24/6/2026",Issued,15:33:10,Approved by customs,1454538,MEXICO,502234,11065408414117824979,"159,980.00","20,797.40"
"miércoles, 24/6/2026",Issued,16:36:18,Issued,1454538,PERU,502235,11065408414117825085,"74,990.00","9,748.70"
"viernes, 26/6/2026",Issued,12:52:28,Processed by Global Blue,1454538,BRAZIL,502243,11065408414117827326,"199,990.00","25,998.70"
"viernes, 26/6/2026",Issued,12:54:22,Processed by Global Blue,1454538,BRAZIL,502244,11065408414117827357,"199,990.00","25,998.70"
"viernes, 26/6/2026",Issued,14:35:23,Issued,1454538,MEXICO,502245,11065408414117827716,"74,990.00","9,748.70"
"viernes, 26/6/2026",Issued,14:40:53,Issued,1454538,MEXICO,502246,11065408414117827744,"74,990.00","9,748.70"
"domingo, 28/6/2026",Issued,14:13:59,Approved by customs,1454538,PERU,502272,11065408414117832045,"29,990.00","3,898.70"
"domingo, 28/6/2026",Issued,14:57:41,Approved by customs,1454538,CHINA,502274,11065408414117832225,"91,950.00","11,953.50"
"domingo, 28/6/2026",Issued,16:57:07,Issued,1454538,VENEZUELA,502280,11065408414117832583,"129,990.00","16,898.70"
