WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"domingo, 2/8/2026",Issued,12:15:04,Processed by Global Blue,1458129,BRAZIL,45-1464,11065408422117938578,"16,990.00","2,208.70"
"domingo, 2/8/2026",Issued,14:01:40,Issued,1458129,UNITED STATES,45-1456,11065408422117939018,"99,990.00","12,998.70"
"domingo, 2/8/2026",Issued,15:36:49,Processed by Global Blue,1458129,UNITED STATES,45-1469,11065408422117939162,"279,970.00","36,396.10"
"domingo, 2/8/2026",Issued,16:18:53,Processed by Global Blue,1458129,UNITED STATES,45-1472,11065408422117939266,"369,970.00","48,096.10"
"domingo, 2/8/2026",Issued,16:21:21,Processed by Global Blue,1458129,BRAZIL,45-1471,11065408422117939278,"55,990.00","7,278.70"
"martes, 4/8/2026",Issued,13:17:21,Processed by Global Blue,1458129,DOMINICAN REPUBLIC,45-1476,11065408422117941980,"59,980.00","7,797.40"
"jueves, 6/8/2026",Issued,14:11:35,Processed by Global Blue,1458129,SPAIN,45-1481,11065408422117945005,"132,980.00","17,287.40"
"viernes, 7/8/2026",Issued,14:13:52,Issued,1458129,CANADA,45-1480,11065408422117947348,"319,980.00","41,597.40"
"domingo, 9/8/2026",Issued,13:15:33,Processed by Global Blue,1458129,MEXICO,45-1492,11065408422117951997,"296,930.00","38,600.90"
"domingo, 9/8/2026",Issued,13:17:56,Processed by Global Blue,1458129,MEXICO,45-1493,11065408422117952007,"64,960.00","8,444.80"
"lunes, 10/8/2026",Issued,14:37:36,Processed by Global Blue,1458129,PORTUGAL,45-1504,11065408422117953968,"24,990.00","3,248.70"
"viernes, 14/8/2026",Issued,12:13:07,Issued,1458129,BRAZIL,451519,11065408422117958735,"249,980.00","32,497.40"
"viernes, 14/8/2026",Issued,17:01:46,Issued,1458129,CHILE,45-1522,11065408422117959591,"99,990.00","12,998.70"
"sábado, 15/8/2026",Issued,17:40:02,Issued,1458129,CHILE,45-1528,11065408422117962016,"159,990.00","20,798.70"
"domingo, 16/8/2026",Issued,12:23:41,Processed by Global Blue,1458129,UNITED STATES,45-1535,11065408422117962810,"729,950.00","102,193.00"
"domingo, 16/8/2026",Issued,15:02:30,Processed by Global Blue,1458129,PERU,45-1546,11065408422117963411,"319,980.00","41,597.40"
"martes, 18/8/2026",Issued,15:42:21,Issued,1458129,SPAIN,45-1566,11065408422117966629,"29,990.00","3,898.70"
"jueves, 20/8/2026",Issued,12:54:25,Issued,1458129,CHILE,45-1579,11065408422117968979,"104,980.00","13,647.40"
"domingo, 23/8/2026",Issued,13:04:43,Issued,1458129,VENEZUELA,45-1595,11065408422117976544,"29,990.00","3,898.70"
"domingo, 23/8/2026",Issued,13:07:24,Issued,1458129,VENEZUELA,45-1596,11065408422117976571,"69,980.00","9,097.40"
"domingo, 23/8/2026",Issued,13:37:49,Processed by Global Blue,1458129,URUGUAY,45-1597,11065408422117976724,"99,990.00","12,998.70"
"domingo, 23/8/2026",Issued,13:40:42,Processed by Global Blue,1458129,URUGUAY,45-1598,11065408422117976769,"99,990.00","12,998.70"
"domingo, 23/8/2026",Issued,14:12:03,Processed by Global Blue,1458129,UNITED STATES,45-1600,11065408422117976898,"139,990.00","18,198.70"
"jueves, 27/8/2026",Issued,11:26:02,Refunded by Global Blue,1458129,GUATEMALA,45-1604,11065408422117984419,"379,980.00","49,397.40"
"jueves, 27/8/2026",Issued,11:29:34,Refunded by Global Blue,1458129,GUATEMALA,45-1605,11065408422117984435,"189,990.00","24,698.70"
"sábado, 29/8/2026",Issued,12:49:03,Issued,1458129,UNITED STATES,45-1617,11065408422117988557,"249,990.00","32,498.70"
"sábado, 29/8/2026",Issued,14:46:14,Processed by Global Blue,1458129,FRANCE,45-1621,11065408422117988896,"299,990.00","38,998.70"
"sábado, 29/8/2026",Issued,16:03:50,Issued,1458129,UNITED STATES,45-1624,11065408422117989080,"99,990.00","12,998.70"
"domingo, 30/8/2026",Issued,12:37:00,Issued,1458129,UNITED STATES,45-1629,11065408422117990458,"199,970.00","25,996.10"
"lunes, 31/8/2026",Issued,14:44:25,Approved by customs,1458129,CHILE,45-1642,11065408422117992370,"165,990.00","21,578.70"
"lunes, 31/8/2026",Issued,14:52:26,Approved by customs,1458129,CHILE,45-1643,11065408422117992389,"194,985.00","25,348.05"

