WeekdayName,IssuedStatus,IssuingDate,TFSStatus,DeskID,TouristCountryNumIsoCode,InvoiceNumber,DocumentIdentifier,TotalGrossAmount,TotalRefundAmount
"lunes, 6/10/2025",Issued,12:59:34,Issued,1454540,SPAIN,00000126,11065408412117377971,"119,990.00","15,598.70"
"lunes, 6/10/2025",Issued,13:14:40,Issued,1454540,SPAIN,00000127,11065408412117378043,"174,980.00","22,747.40"
"viernes, 17/10/2025",Issued,10:11:29,Processed by Global Blue,1454540,UNITED KINGDOM,156,11065408412117396467,"119,990.00","15,598.70"
"viernes, 17/10/2025",Issued,10:29:02,Processed by Global Blue,1454540,UNITED KINGDOM,157,11065408412117396480,"203,940.00","26,512.20"
"viernes, 17/10/2025",Issued,10:57:18,Processed by Global Blue,1454540,UNITED KINGDOM,159,11065408412117396576,"143,950.00","18,713.50"
"viernes, 17/10/2025",Issued,11:03:21,Processed by Global Blue,1454540,UNITED KINGDOM,160,11065408412117396582,"59,980.00","7,797.40"
"viernes, 17/10/2025",Issued,11:09:46,Processed by Global Blue,1454540,UNITED KINGDOM,161,11065408412117396609,"314,980.00","40,947.40"
"viernes, 24/10/2025",Issued,14:56:25,Issued,1454540,NEW ZEALAND,182,11065408412117409195,"143,940.00","18,712.20"
"miércoles, 29/10/2025",Issued,11:15:36,Processed by Global Blue,1454540,PERU,192,11065408412117418726,"49,990.00","6,498.70"
"jueves, 30/10/2025",Issued,11:44:13,Issued,1454540,GERMANY,195,11065408412117420241,"459,980.00","64,397.20"

